Start,End,Text,Character,SentenceIndex
1557.806,1559.976,"This way, I can balance supply and demand.",3.0,526
1560.058,1562.188,I gave a lot of sausages to the people in front of you.,3.0,527
1562.269,1564.439,"You should make a small sacrifice, sir.",3.0,528
1564.521,1565.611,Next.,3.0,529
1571.695,1572.695,Hi.,3.0,530
1582.455,1584.115,"You know how much I care, right?",3.0,531
1585.208,1586.538,Thank you.,5.0,532
1587.252,1588.252,Wait.,,533
1594.342,1595.682,They prepare everything,,534
1595.76,1598.85,"from breakfast, lunch, dinner, late-night snacks to boxed meals during surgery.",,535
1598.93,1600.06,Even boxed meals?,,536
1600.14,1602.02,They send meal boxes upstairs.,,537
1602.1,1604.19,We can't come down to eat during surgery.,,538
1605.186,1608.976,"After eating this meal, will we go to the operating rooms?",,539
1609.816,1610.776,I don't know.,,540
1612.068,1613.068,Okay.,,541
1637.761,1639.471,A seven-year-old boy from a traffic accident.,,542
1639.554,1642.474,He was out with his mom. He was trying to pick up a toy on the road,,543
1642.557,1645.267,when a speeding truck crashed into him. His BP is 60/40.,,544
1645.352,1647.232,I think his pelvis and chest bone are broken.,,545
1647.729,1649.519,Ju-hwan.,,546
1657.28,1659.24,I see intraperitoneal bleeding and thoracic injury.,,547
1659.324,1661.124,"From the X-ray, he has a cervical spine injury.",,548
1661.201,1663.331,"And it seems he has a pelvic fracture, too.",,549
1664.746,1666.246,What should we do?,,550
1666.331,1668.381,What do you mean? We should try to save him.,,551
1668.458,1669.748,Get a CT scan now.,,552
1670.335,1672.705,"He might have a brain injury, so call Dr. Chae.",,553
1672.796,1673.666,Okay.,,554
1673.755,1675.125,Where's Dr. Ahn Jeong-won?,,555
1675.215,1677.715,"He was working outside today, but he's almost here.",,556
1678.343,1681.053,This will be a tough case even with Jeong-won's help. Goodness.,,557
1682.889,1684.519,He's losing consciousness.,,558
1684.599,1686.889,"And we can't get his pulse, and his breathing is weak.",,559
1686.976,1689.226,We only checked his ultrasound and X-ray scan.,,560
1689.312,1690.562,"He has hemoperitoneum,",,561
1690.647,1692.477,"cervical spine injury, and a pelvic fracture.",,562
1692.565,1695.065,We'll know more once we take his brain CT.,,563
1695.61,1698.11,There's a high chance that his brain might be swelling as well.,,564
1698.196,1700.156,"We can operate, but even if we do,",,565
1700.24,1702.16,it may be hard for him to regain consciousness.,,566
1704.994,1706.254,What are you doing? Go.,,567
1706.329,1708.829,His guardian must be waiting. Go talk to her now.,,568
1709.332,1710.542,"Yes, Doctor.",5.0,569
1711.126,1713.086,We have our conference rooms here.,,570
1713.169,1716.259,"When a patient needs surgery, the surgeon doesn't make all the decisions.",,571
1716.339,1718.009,"All the professors in the department gather,",,572
1718.091,1720.261,"discuss the best approach for the patient,",,573
1720.343,1721.683,and advise each other.,,574
1722.053,1724.223,Let's see if this room is open.,,575
1731.271,1732.521,They are cute.,5.0,576
1733.273,1735.073,I used to be young like them.,5.0,577
1738.403,1739.403,I'm sorry.,5.0,578
1740.071,1742.451,"Anyway, we have our precious med students.",,579
1742.532,1744.332,Let's listen to why they applied to med school.,,580
1744.409,1746.789,What's wrong with him? Just let them go.,,581
1747.036,1749.326,"Right? You don't like that, either.",,582
1750.957,1752.787,-Pardon? -I'm sorry.,,583
1753.96,1755.13,I won't talk to you.,,584
1757.213,1760.093,"Both of my parents are doctors, so I didn't have much choice--",,585
1760.175,1762.715,"Hey, Seon-bin. We're not interested in your story.",,586
1765.346,1767.266,"Let's start with you, first.",,587
1767.599,1770.019,Why did you decide to study medicine?,,588
1770.351,1771.561,Well...,,589
1772.687,1775.107,my mother had major surgery ten years ago.,,590
1775.19,1778.03,I was moved by the devoted doctor who treated my mom.,,591
1778.109,1779.529,So I decided to study medicine.,,592
1779.611,1780.951,"Gosh, that's great.",,593
1781.988,1782.858,Next.,,594
1783.448,1784.698,Well...,,595
1786.034,1790.124,my mother had major surgery ten years ago.,,596
1790.622,1792.962,I was moved by her passionate doctor--,,597
1793.041,1794.631,She already said that.,,598
1794.709,1796.839,Your friend just said that.,,599
1796.92,1799.71,I'm sorry. We'll get going now.,,600
1799.798,1800.878,-Let's go. -Bye.,,601
1800.965,1802.295,Bye.,,602
1802.592,1803.762,Bye.,,603
1805.136,1807.096,-Let's go that way. -Thank you.,,604
1807.18,1808.72,"TELL THEM YOU'LL DO IT, PROFESSOR",,605
1808.807,1809.637,Thank you.,,606
1813.144,1815.234,Yes. This is Chae Song-hwa speaking.,5.0,607
1818.399,1820.399,"I called you at the perfect time, right?",2.0,608
1820.652,1822.152,Yes. Nicely done.,5.0,609
1824.197,1826.027,Who is it? Come in.,5.0,610
1829.536,1831.156,You should volunteer to do it.,,611
1831.412,1832.582,Unbelievable.,5.0,612
1832.956,1835.246,Do you think doing surgery is like booking a hotel room?,5.0,613
1835.333,1837.543,Changing the lead surgeon isn't that simple.,5.0,614
1837.627,1839.747,Are you going to watch the patient die?,,615
1839.838,1840.668,Hey!,5.0,616
1842.966,1846.586,Professor Min said he won't do a craniotomy. He'll do the TSA.,5.0,617
1846.678,1847.718,What's the problem here?,5.0,618
1848.471,1852.021,He's only performed a TSA once in his career.,,619
1852.976,1854.476,And his fellow doctor,,620
1854.561,1856.901,did most of the work while he just stood in the OR.,,621
1857.522,1859.442,The tumor expanded into the suprasellar region.,,622
1859.524,1862.114,Executing the TSA will be especially difficult for this case.,,623
1862.193,1864.363,I'm sure he can handle it.,5.0,624
1864.988,1866.738,"At his previous hospital, his fellow doctor",,625
1866.823,1868.703,did the TSA for him. But what about us?,,626
1868.783,1871.043,We have you. You can assist him.,5.0,627
1871.119,1872.699,I don't know anything!,,628
1873.288,1875.248,You startled me. Keep your voice down.,5.0,629
1876.124,1877.134,Professor Chae.,,630
1877.625,1881.165,Will you let Professor Min operate on Gong Hyeong-u?,,631
1881.254,1883.844,That's not right. We can't do that to a patient.,,632
1885.174,1886.974,You should talk to the hospital director.,,633
1887.051,1888.261,Tell him you'll do it.,,634
1888.887,1889.927,Isn't that in two days?,5.0,635
1890.805,1894.095,I have skull base tumor surgery tomorrow afternoon.,5.0,636
1894.183,1895.313,It won't have ended by then.,5.0,637
1895.393,1896.943,I just don't have time for it.,5.0,638
1897.437,1900.397,You can ask the anesthesiologist to buy you some time.,,639
1900.481,1902.481,I'll set up everything.,,640
1902.567,1904.437,"I don't know. Gosh, I'm getting a headache.",5.0,641
1904.527,1906.357,"Jun-wan, do you have anything for headaches?",5.0,642
1906.446,1908.656,You're a neurosurgeon. Don't you have anything?,2.0,643
1908.865,1909.775,Let's go to my office.,2.0,644
1910.491,1912.241,Professor Chae. Please.,,645
1912.327,1914.157,-Professor Chae. -Stop it.,,646
1914.245,1916.075,That's enough whining.,2.0,647
1925.506,1928.296,-What did I just say? -You saw Professor Jang with his junior.,5.0,648
1932.221,1934.431,"-You knew it, didn't you? -It was a coincidence.",5.0,649
1935.141,1938.441,-Hey. -It's a day or two before he came clean.,2.0,650
1938.519,1939.899,I was going to tell you.,2.0,651
1939.979,1941.309,You should've told me right away.,5.0,652
1941.397,1943.267,I can't assume anything about relationships.,2.0,653
1943.358,1945.318,"If you see something, just tell me as it is.",5.0,654
1945.401,1947.031,Your concern doesn't matter.,5.0,655
1947.111,1949.611,"Hey, it's not that easy to do. You think you could've told me?",2.0,656
1949.697,1951.617,Yes. I would tell you right away.,5.0,657
1951.699,1954.869,I would tell you your girlfriend was cheating on you the second I saw it.,5.0,658
1956.496,1958.746,-What is it? -It's time for your outpatients.,,659
1959.332,1961.922,-I don't have outpatients today. -I was talking to Professor Chae.,2.0,660
1962.627,1963.667,Right.,5.0,661
1965.755,1966.665,We're not done.,5.0,662
1971.552,1975.602,Dr. Ahn Chi-hong from NS was waiting by the door.,,663
1975.682,1976.642,Okay.,,664
1978.142,1980.942,Good. This is the best thing you've done this year.,,665
1996.119,1998.659,It's highly likely that he's having hemorrhagic shock.,5.0,666
1999.205,2001.035,"Then, what should we do?",,667
2001.29,2002.58,His pulse is weak.,5.0,668
2002.667,2004.957,We believe he may have a thoracic and brain injury.,5.0,669
2005.044,2006.844,We took him up for CT.,5.0,670
2007.171,2009.341,But we're not sure if he will last.,5.0,671
2009.924,2011.594,There's a slim chance we can save him.,5.0,672
2012.385,2013.795,There's no hope for him.,5.0,673
2015.888,2019.728,"Doctor, please save Ju-hwan.",,674
2020.184,2022.064,"If he's gone,",,675
2022.478,2024.398,I won't be able to live.,,676
2027.483,2029.533,Did you perform CPR?,5.0,677
2030.82,2031.7,Pardon?,,678
2031.779,2033.529,Did you do chest compressions?,5.0,679
2034.741,2035.831,No.,,680
2036.826,2039.366,He could have lived if you had done that.,5.0,681
2039.996,2041.616,-What? -Dr. Jang.,,682
2041.706,2043.746,"-Yes? -A word, please.",,683
2053.342,2055.092,I'm Professor Ahn from Pediatric Surgery.,1.0,684
2055.595,2057.755,"It is true that things aren't good for your son,",1.0,685
2057.847,2060.267,but we will do everything we can to save him.,1.0,686
2060.975,2063.515,I'll talk to you once we get the CT scan.,1.0,687
2065.396,2068.066,"Ma'am, it's too early to be sure about anything.",1.0,688
2081.454,2083.334,"Dr. Jang, how long have you been a resident?",1.0,689
2083.414,2085.794,-Three years. -Is that how you talk to guardians?,5.0,690
2086.501,2088.421,He could've lived if she did CPR?,1.0,691
2088.711,2090.091,How could you say that?,1.0,692
2090.171,2093.671,Did you think about how guilty she would feel for the rest of her life?,1.0,693
2094.258,2096.968,And how can you be certain if he has no hope or a slim chance?,1.0,694
2098.471,2100.311,I've observed him since he got here.,5.0,695
2100.389,2101.389,I only told her the facts,5.0,696
2101.474,2103.484,after reading his chart and observing his condition.,5.0,697
2105.061,2107.811,But what I told her is true.,5.0,698
2108.94,2110.98,He indeed has a slim chance.,5.0,699
2111.692,2114.952,I told her the truth because I believed she needed to know her son's condition.,5.0,700
2119.45,2121.7,Telling her that she should have performed CPR...,5.0,701
2122.829,2125.579,It was my mistake. I am sorry.,5.0,702
2127.667,2129.087,What are you doing here?,,703
2129.168,2130.748,Come out. We need this bed.,,704
2130.837,2132.797,How's the kid? Did you call Song-hwa?,1.0,705
2133.798,2134.918,I don't have to.,,706
2135.007,2136.377,What?,1.0,707
2137.593,2139.183,There's no brain damage from the CT scan.,,708
2139.762,2142.062,We can save him if we focus on stopping the bleeding.,,709
2142.39,2144.64,My gosh. That was a close one.,,710
2144.976,2147.096,I need to treat a patient with a stomachache.,,711
2147.186,2148.686,And I'm taking Dr. Bae Jun-hui.,,712
2148.771,2150.771,"Dr. Jang, talk to the guardian for me.",,713
2153.818,2155.108,Dr. Jang.,1.0,714
2158.531,2161.581,"Do you know why doctors only give vague answers such as ""We can't be sure yet,""",1.0,715
2161.659,2163.239,"""We don't know yet,""",1.0,716
2163.911,2165.831,"and ""We need to observe a bit more""?",1.0,717
2167.915,2170.035,Doctors must take responsibility for their words.,1.0,718
2170.793,2172.343,So we must be careful with our words.,1.0,719
2174.422,2177.512,"There's only one thing we, doctors, can tell our patients with certainty.",1.0,720
2178.676,2180.506,"""We will do our best.""",1.0,721
2181.804,2183.014,That's the only thing.,1.0,722
2187.31,2188.35,Go.,1.0,723
2188.853,2190.563,His mother will be so happy to hear that.,1.0,724
2196.903,2198.613,Okay. Bye.,,725
2200.489,2203.369,I looked at this patient's chart this morning.,5.0,726
2203.784,2206.664,The patient had breast cancer surgery at our hospital a month ago.,5.0,727
2207.288,2210.368,I do see a 3cm-metastatic tumor in the parietal lobe.,5.0,728
2211.709,2213.999,"From her record, after the breast cancer surgery,",5.0,729
2214.086,2215.796,she was also treated for depression.,5.0,730
2215.88,2218.05,Was that why she didn't do chemotherapy?,5.0,731
2219.3,2221.09,Bring her in. What's her name?,5.0,732
2221.177,2222.087,It's Ba-ram.,,733
2223.221,2224.391,Her name is Ba-ram.,,734
2225.89,2229.1,I went to high school with a girl who had the same name.,5.0,735
2229.352,2230.772,We were quite close.,5.0,736
2231.354,2232.614,I still remember her number.,5.0,737
2232.688,2234.568,She's the same age as you.,,738
2235.483,2237.073,-My gosh. -No.,5.0,739
2237.61,2239.24,She has a unique last name.,,740
2239.32,2240.95,-It's Gal. -Yes.,,741
2241.155,2242.485,So her attendance number was...,5.0,742
2244.742,2245.872,My gosh.,5.0,743
2245.952,2247.542,I knew it was you.,,744
2248.412,2250.752,You're famous. Your name pops up on search engines.,,745
2250.831,2254.171,That's enough. Why didn't you do chemotherapy?,5.0,746
2254.252,2256.382,"If you had, you could've stopped it from spreading.",5.0,747
2256.671,2258.511,It would have spread even if I did.,,748
2258.965,2261.675,I will die in the end no matter what. What's the point?,,749
2265.721,2266.891,Is my surgery difficult?,,750
2266.973,2270.063,No. It's on the layer that wraps around your head.,5.0,751
2270.142,2272.652,So it's not hard. You don't have to worry.,5.0,752
2272.728,2274.438,I'm not worried...,,753
2275.022,2276.192,since my doctor is you.,,754
2277.4,2279.11,Do I need to get admitted today?,,755
2279.193,2281.863,"Well, we're not pressed for time to do the surgery.",5.0,756
2281.946,2284.026,"But still, it's best to do it as soon as possible.",5.0,757
2284.115,2286.615,I'm available this weekend. Let's do it then.,5.0,758
2286.701,2289.291,You should get admitted today and get all the tests.,5.0,759
2289.829,2290.659,Thank you.,,760
2292.164,2294.634,You can thank me at our school reunion after you get discharged.,5.0,761
2296.585,2298.165,Will I live until then?,,762
2298.254,2299.464,Hey.,5.0,763
2308.055,2310.345,What a long day.,5.0,764
2311.35,2312.94,"Professor Chae, didn't you drive today?",,765
2313.519,2316.359,I did. But I don't have energy to drive now.,5.0,766
2318.065,2319.435,"And I'm hungry, too.",5.0,767
2324.989,2328.199,"Dr. Chae, I'm hungry. Let's get some kalguksu.",3.0,768
2328.284,2329.584,Sounds great.,5.0,769
2329.994,2331.164,Should I call the others?,5.0,770
2331.245,2332.825,"-I'm here. -God, you're so loud.",4.0,771
2332.913,2334.793,-I'm here. Get in. -I'm right here!,2.0,772
2334.874,2336.464,"-Hey, pull up your seat. -Wait.",2.0,773
2336.542,2337.542,-Hurry. -Pull up. Come on.,1.0,774
2337.626,2339.746,"-Hey, pull up your seat, too. -This is it.",2.0,775
2339.837,2341.547,"-You should drive yourselves! -Hey, hold on.",2.0,776
2341.63,2343.47,-What about your car? -Okay. Hold on.,2.0,777
2343.549,2344.969,-Come on. -There are five of us!,3.0,778
2345.051,2346.761,"MAMA'S HOMEMADE KALGUKSU, 24 HOURS",,779
2356.437,2357.477,Want a pain relief patch?,1.0,780
2357.73,2359.48,You carry all sorts of stuff there.,2.0,781
2359.565,2360.605,Ma'am.,2.0,782
2361.734,2364.534,My mother likes kalguksu. Should I take some home?,4.0,783
2364.612,2366.452,"-Jeong-won, give me your cup. -Okay.",3.0,784
2367.656,2369.446,Do you know what your nickname is?,3.0,785
2369.533,2371.543,What is it? Is it Angel?,1.0,786
2371.827,2373.657,-It's Buddha. -I see.,3.0,787
2374.163,2377.503,"That makes no sense, right? His family has two priests and two nuns.",3.0,788
2377.583,2379.043,"I love Buddha, too.",1.0,789
2379.126,2382.506,My goodness. Jeong-won is my ideal friend.,3.0,790
2382.588,2385.838,"Gosh, if I had a younger sister, I would set you up with her.",3.0,791
2386.425,2388.545,"-You do have a sister. -Oh, right. I do.",2.0,792
2388.636,2391.426,Mom. Do you want me to bring home some kalguksu?,4.0,793
2391.514,2393.564,Why are you asking her that? Just buy some for her.,3.0,794
2393.641,2394.981,Kalguksu.,4.0,795
2395.726,2397.646,I'll be home soon after this meal.,4.0,796
2397.728,2399.228,Is something bothering you?,2.0,797
2399.313,2400.653,What? No.,5.0,798
2400.731,2402.191,I bet it's because of Gong Hyeong-u.,2.0,799
2402.274,2404.904,The good Samaritan from the subway? What about him?,1.0,800
2404.985,2407.945,I heard the new chief will be performing the surgery.,1.0,801
2408.03,2409.62,What does she have to do with it?,1.0,802
2409.99,2413.49,I heard Professor Min doesn't have much experience with TSA.,5.0,803
2413.577,2416.287,"And given the location of the tumor and sequelae,",5.0,804
2416.372,2418.872,going with TSA is a much better choice than a craniotomy.,5.0,805
2419.291,2421.091,"Since he was originally my patient,",5.0,806
2421.168,2423.798,I'm thinking of telling him that I'll take the patient.,5.0,807
2424.505,2425.915,But that might be a bit awkward.,1.0,808
2426.006,2427.756,He's Professor Min's patient now after all.,1.0,809
2428.05,2429.47,My mom wants to talk to you.,4.0,810
2429.885,2431.635,"Hello, Mother. It's Ik-jun, your stepson,",3.0,811
2431.72,2434.06,who's cheerful and bubbly unlike your biological son.,3.0,812
2434.14,2435.56,-Yes. -Right?,3.0,813
2436.058,2438.438,My gosh. How am I going to take the surgery from him?,5.0,814
2438.519,2440.059,I would just tell him.,5.0,815
2440.563,2442.313,"-Of course, you would. -Yes.",1.0,816
2442.398,2444.438,"If that's a better option for the patient, I ought to.",2.0,817
2444.525,2446.485,"""I can perform that surgery better than you.",2.0,818
2446.569,2448.239,"And it's better for the patient.""",2.0,819
2448.32,2449.86,I'd tell him exactly that.,2.0,820
2450.448,2453.868,I couldn't do it. Every doctor has their methods and stories.,1.0,821
2454.452,2455.492,It's crossing the line.,1.0,822
2455.578,2457.828,"No, it is not. We must stick to the facts.",2.0,823
2458.08,2459.92,"If you're so inclined to stick to facts,",5.0,824
2459.999,2462.629,why didn't you tell me the fact that my ex was cheating on me?,5.0,825
2462.71,2464.84,-Excuse me. -Okay.,,826
2465.463,2466.513,-Enjoy. -Thank you.,,827
2466.589,2467.719,Okay.,3.0,828
2468.466,2470.126,Is that so? Okay.,3.0,829
2471.177,2473.347,"Okay. Thank you. Anyway, I'll get it checked out.",3.0,830
2473.429,2474.849,I know a few clinics.,3.0,831
2475.389,2478.639,Okay. Thank you. Take care.,3.0,832
2479.852,2481.062,-Seok-hyeong. -Yes?,3.0,833
2481.145,2483.805,I don't want your mom to know about my prostate problems.,3.0,834
2483.898,2488.068,"I told my mom that you're going to the bathroom too often these days,",4.0,835
2488.152,2490.402,due to frequent urination and urinary retention.,4.0,836
2490.488,2492.778,Professor Min's case is different from your ex's.,2.0,837
2492.865,2494.575,He has nothing to do with me.,2.0,838
2494.658,2496.408,"It's strictly work, whereas you're a couple.",2.0,839
2496.535,2497.695,I can't tell you what to do.,5.0,840
2497.786,2499.206,I never told you to.,5.0,841
2499.288,2501.248,I'm saying you should've told me what you saw.,2.0,842
2501.332,2502.792,"-Could you have done it? -Yes, totally.",5.0,843
2502.875,2504.785,-Liar. -Hey.,2.0,844
2505.461,2506.921,The kalguksu is ready.,1.0,845
2507.087,2508.757,Fight later. Let's eat first.,1.0,846
2510.007,2514.637,"If I saw your girlfriend with another guy, I'd call you right away.",5.0,847
2514.72,2516.31,"Goodness, it's easier said than done.",2.0,848
2520.392,2522.522,I never liked Professor Jang to begin with.,2.0,849
2522.603,2524.613,-Pass me the chili powder. -Okay.,2.0,850
2527.566,2529.736,Excuse me. Can we get another spoon?,1.0,851
2538.744,2541.254,"Hey, U-ju. Daddy will be home soon.",3.0,852
2541.33,2543.04,Why are you still up?,3.0,853
2543.415,2544.785,U-ju is still awake?,1.0,854
2545.834,2547.884,"Hey, I heard you bought a big-ass TV.",1.0,855
2547.962,2549.712,I'll see you in your dreams. Bye.,3.0,856
2551.257,2553.047,Seok-hyeong's TV is like his girlfriend.,3.0,857
2553.133,2554.343,It was pretty expensive.,2.0,858
2558.18,2561.18,I want to see it when we meet up for our next band practice session.,1.0,859
2561.267,2563.887,"Right, when should we meet up for that?",4.0,860
2564.52,2565.77,How about this weekend?,4.0,861
2566.355,2567.855,I have surgery booked this weekend.,5.0,862
2567.982,2569.532,How many bowls of rice would you like?,,863
2569.608,2571.438,-Two? -Just one.,5.0,864
2571.527,2573.607,"-Two will be too many, right? -Yes, I'm getting full.",5.0,865
2573.821,2575.911,"-Just one, please. -Jeez!",5.0,866
2576.699,2579.159,We want five. Please stir-fry five bowls of rice.,1.0,867
2579.285,2582.365,"-I knew Jeong-won would get this angry. -Hey, aren't you full?",3.0,868
2582.621,2584.621,"-Hey, what the-- -He didn't eat much.",3.0,869
2585.291,2587.751,"And us, too. We just started eating.",3.0,870
2587.835,2591.045,"Guys, no one would eat that fast even during a war. Why eat so quickly?",3.0,871
2591.13,2594.09,Okay. Why are you getting so worked up? Order five servings.,2.0,872
2594.174,2595.974,You're so self-centered.,1.0,873
2596.051,2598.551,What a weird thing to hear in the middle of eating kalguksu.,2.0,874
2598.637,2599.927,Why don't you try to eat faster?,2.0,875
2600.014,2602.854,Why don't you try to slow down a little?,1.0,876
2602.933,2603.773,"Hi, Mom.",4.0,877
2604.727,2605.937,"Oh, fresh kimchi?",4.0,878
2606.02,2608.4,Excuse me. I'll take some fresh kimchi to go as well.,4.0,879
2608.48,2610.57,Why must I control my pace when I'm paying for my food?,2.0,880
2610.649,2613.029,"No, you're not. The hospital's paying for this.",1.0,881
2613.11,2615.95,"And it's my dad's hospital. So strictly speaking, it is my money.",1.0,882
2616.03,2617.16,"Jeez, you petty prick.",2.0,883
2617.239,2619.279,Fine. I'll pay for what I ate. How much do I owe you?,2.0,884
2619.366,2621.156,"-Pay me. -Okay, so how much?",1.0,885
2621.243,2622.703,"Guys, stop. Enough!",3.0,886
2623.495,2624.905,"Gosh, seriously.",3.0,887
2624.997,2626.917,You guys are acting like you're around U-ju's age.,3.0,888
2626.999,2629.039,You're 40. Must you fight over fried rice?,3.0,889
2629.126,2630.746,"Hey, you have no idea what they did to me.",1.0,890
2630.836,2633.166,"When we had cheonggukjang last time, I only ate tofu.",1.0,891
2633.255,2635.715,-These two ate all the beef. -Jeez.,1.0,892
2635.799,2639.719,"Okay, I heard you. Jeez, the things this prick remembers.",3.0,893
2639.97,2641.64,So how many bowls of rice?,1.0,894
2641.722,2643.182,"-Five, please! -Just two!",2.0,895
2644.6,2646.06,"Give us 3.5 bowls, please.",4.0,896
2652.232,2657.532,DID I REALLY HURT YOUR FEELINGS?,,897
2669.124,2671.384,"NO, I UNDERSTAND. I WAS JUST MESSING WITH YOU.",5.0,898
2671.46,2673.0,OKAY,,899
2683.931,2686.731,"-Hello, Professor. -You haven't given up yet?",,900
2686.934,2690.154,Of course not. How could I? It's important for the patient.,,901
2690.729,2693.269,"Professor, I'm begging you for the last time.",,902
2693.774,2695.034,Please perform the surgery.,,903
2695.109,2697.649,I can't. I'd be overstepping the bounds if I did.,5.0,904
2699.279,2701.279,Unless the patient requests me.,5.0,905
2703.45,2706.08,"It's getting late, so don't bring it up today.",5.0,906
2706.662,2709.752,Speak with the patient tomorrow morning.,5.0,907
2710.457,2711.917,Explain the situation well.,5.0,908
2719.717,2721.047,How are you feeling?,5.0,909
2721.51,2723.26,"Well, you know.",,910
2723.679,2726.009,"-Where's your husband? -I have my caregiver, so it's fine.",5.0,911
2726.932,2730.312,"If he were here, he'd just get on my nerves, so this is better.",,912
2730.394,2733.734,"I get it, but he needs to sign the consent for your surgery.",5.0,913
2733.856,2736.476,"-Did you e-mail him? -Yes, I did.",5.0,914
2737.443,2740.403,He read it but hasn't replied yet.,,915
2740.487,2743.277,Who cares about a reply? He should come here right away.,5.0,916
2743.365,2746.865,It takes him two days to just get out of there. He's in Indonesia.,,917
2747.911,2749.041,What was the place called?,,918
2749.872,2751.422,I can never remember the name.,,919
2751.999,2753.629,He's probably busy cutting down the trees.,,920
2755.002,2756.882,Was he around for your breast cancer surgery?,5.0,921
2757.463,2759.173,I never told him. He has no idea.,,922
2759.381,2761.721,-Hey. -Nothing changes even if he knows.,,923
2763.051,2765.511,I don't want to think about my husband and everything else.,,924
2769.558,2771.638,I'll just suffer and die alone.,,925
2772.269,2773.899,What are you talking about?,5.0,926
2774.73,2777.11,And what's with the curtains? Don't you feel stuffy?,5.0,927
2777.191,2779.281,This ward is filled with elderly ladies.,,928
2779.359,2782.069,They're all so nosy.,,929
2782.863,2784.783,A breast cancer patient fascinates them.,,930
2784.865,2787.785,I think they want to know whether one of my breasts is fake or not.,,931
2788.702,2790.412,They keep looking at me.,,932
2791.955,2793.245,That's why I closed the curtains.,,933
2794.374,2795.424,Have some rice cake.,,934
2796.919,2797.749,"No, thanks.",,935
2798.712,2800.632,Are you fasting right now?,,936
2801.215,2802.415,"No, I don't want to eat.",,937
2807.429,2809.769,"My gosh, you're here too.",,938
2810.432,2812.352,"Doctor, try some rice cake.",,939
2812.434,2814.064,"Sure, I'll try one.",5.0,940
2814.144,2816.064,"You can urinate without any problems, right?",,941
2816.146,2819.606,"Yes, of course. I'm doing great these days.",,942
2819.691,2823.281,It's all because you took such good care of me.,,943
2823.362,2825.452,-I'm totally fine now. -I see.,,944
2826.031,2830.121,"My head used to turn to one side like this for no reason,",,945
2830.202,2834.292,and my lips used to twitch as if someone was trying to pull them.,,946
2834.373,2838.093,"-Like this. It used to twitch like this. -Right, I see.",,947
2838.168,2841.258,You should still take it easy. And make sure you eat well.,5.0,948
2841.338,2842.968,-I will. -See you.,,949
2852.057,2853.097,-Chi-hong. -Yes.,,950
2853.183,2854.483,Go get ready for the surgery.,,951
2854.726,2857.266,I'll take care of the positioning. Just set up the Wilson frame.,,952
2857.354,2859.064,-Call me when everything's ready. -Will do.,,953
2863.61,2865.07,"Thank you, Doctor.",,954
2866.947,2870.237,"Gosh, you're really not understanding what I'm trying to say.",,955
2870.993,2874.913,"Your tumor is located behind your nose, near the center of the brain,",,956
2874.997,2876.617,which isn't ideal at all.,,957
2877.207,2879.787,"It'd be dangerous to open the skull to get to the cranial base,",,958
2879.877,2881.247,"so we'll do a procedure called TSA,",,959
2881.336,2883.756,"where an endoscope is inserted in the nose to remove the tumor,",,960
2883.839,2886.719,but Professor Min Gi-jun does not specialize in that surgery.,,961
2887.301,2890.931,Dr. Min said it won't be such a dangerous procedure.,,962
2891.179,2892.309,He told me to trust him.,,963
2893.682,2896.182,I just like Dr. Min.,,964
2896.768,2897.938,I want to stick with him.,,965
2898.645,2901.015,It's your life that's on the line.,,966
2902.774,2906.904,I'd never suggest you do something that is bad for you.,,967
2907.529,2911.619,I've explained it to you multiple times. What can I do if you just don't get it?,,968
2912.2,2913.79,"Please just do as I say, okay?",,969
2914.453,2916.373,Just do as you're told if you don't know anything.,,970
2917.039,2918.669,Your guardian doesn't get it either.,,971
2919.249,2921.749,I've already put it in layman's terms for you.,,972
2931.428,2933.468,"-Hey. -Professor, we're ready.",,973
2934.389,2935.309,Okay.,,974
2940.395,2942.185,PROFESSOR OF NEUROSURGERY,,975
2951.448,2954.328,Aren't you performing occipital lobe surgery today?,,976
2954.409,2956.159,"Yes, I have to go to the OR now.",5.0,977
2956.244,2959.084,"Gosh, you'll probably be done tomorrow morning.",,978
2959.998,2961.328,"Anyway, what brought you here?",,979
2962.167,2964.997,"Sir, about the patient Gong Hyeong-u...",5.0,980
2965.629,2967.419,"Jeez, these punks...",,981
2967.506,2969.086,I'll assist you.,5.0,982
2971.134,2974.144,I still don't feel confident with the TSA surgery.,5.0,983
2975.347,2978.017,I'd love the opportunity to learn from you.,5.0,984
2987.234,2988.444,Thank you. I have to go.,5.0,985
2990.028,2991.698,"Hey, I'm on my way now.",5.0,986
2993.115,2995.575,"Professor Chae got the patient's permission,",,987
2995.659,2997.789,-so you should thank her later. -Okay.,,988
2998.245,3003.165,"The surgery is for a skull base tumor, so it'll take 10 to 13 hours.",,989
3003.25,3005.59,You can observe the beginning and just go home.,,990
3005.711,3007.091,It can take up to 13 hours?,,991
3007.17,3008.92,Most neurosurgery procedures take many hours.,,992
3009.006,3011.086,The skull base surgery especially takes a long time.,,993
3011.174,3013.054,It takes an hour just to position the patient.,,994
3013.844,3015.394,-Let's go. -Okay.,,995
3016.304,3018.144,The earliest I'll be done is 6 a.m.,5.0,996
3018.432,3020.682,Call Anesthesiology and ask them to push Gong by an hour.,5.0,997
3021.268,3023.188,You go in first and drape the patient.,5.0,998
3023.27,3025.98,"-And call the ENT professor. -Professor, I love you--",5.0,999
