Start,End,Text,Character,SentenceIndex,vaderNeg,vaderNeu,vaderPos,vaderCompound,roBERTaNeg,roBERTaNeu,roBERTaPos,roBERTaMajorSentiment,vaderMajorSentiment
1188.312,1190.062,show ?,Chae Song-hwa,362,0.0,1.0,0.0,0.0,0.13196932,0.77801055,0.09002007,Neutral,Neutral
1190.147,1192.897,"seokhyeong hermit sociophobe , lives isolation .",Ahn Jeong-won,363,0.403,0.597,0.0,-0.4019,0.57552224,0.39947546,0.025002342,Negative,Neutral
1192.983,1195.283,"gosh , last one ? coward .",Ahn Jeong-won,364,0.5,0.5,0.0,-0.4588,0.7845642,0.19286731,0.022568483,Negative,Neutral
1195.36,1197.91,"yes . , known grand slammer .",Ahn Jeong-won,365,0.0,0.26,0.74,0.6908,0.14703679,0.7626055,0.09035779,Neutral,Positive
1199.698,1201.328,"hey , 's turn !",Ahn Jeong-won,366,0.0,1.0,0.0,0.0,0.041636717,0.6294411,0.32892215,Neutral,Neutral
1201.408,1204.078,requested something . give second .,Kim Jun-wan,367,0.0,1.0,0.0,0.0,0.078721195,0.81966347,0.101615384,Neutral,Neutral
1204.161,1206.411,"listen . , seokhyeong ,",Ahn Jeong-won,368,0.0,1.0,0.0,0.0,0.037512198,0.87106746,0.091420375,Neutral,Neutral
1206.496,1209.246,"ikjun , junwan , songhwa . 's turn sing .",Ahn Jeong-won,369,0.0,1.0,0.0,0.0,0.025050258,0.8163353,0.1586144,Neutral,Neutral
1209.374,1211.844,actually keeping count ? kind pervert ?,Kim Jun-wan,370,0.328,0.298,0.374,0.1179,0.62990445,0.35557324,0.014522327,Negative,Positive
1211.919,1213.299,'s ikjun ?,Chae Song-hwa,371,0.0,1.0,0.0,0.0,0.11122635,0.80362535,0.08514831,Neutral,Neutral
1214.004,1215.884,'re .,Chae Song-hwa,372,0.0,1.0,0.0,0.0,0.15307158,0.69516253,0.15176581,Neutral,Neutral
1217.507,1218.927,goodness . song ?,Yang Seok-hyung,373,0.0,0.25,0.75,0.4588,0.028195336,0.65008533,0.3217193,Neutral,Positive
1219.009,1219.839,`` aloha '' cool,Secondary,374,0.0,0.566,0.434,0.3182,0.012698168,0.29257542,0.69472647,Positive,Neutral
1220.802,1222.852,"pick song ? , n't .",Chae Song-hwa,375,0.0,1.0,0.0,0.0,0.19156048,0.74193484,0.06650473,Neutral,Neutral
1223.347,1224.637,", ?",Chae Song-hwa,376,0.0,0.0,0.0,0.0,0.21379602,0.63302815,0.1531758,Neutral,Positive
1227.851,1232.441,candle dark,Secondary,377,0.0,1.0,0.0,0.0,0.14215311,0.6695148,0.18833213,Neutral,Neutral
1232.814,1236.994,wineglass filled promise,Secondary,378,0.0,0.465,0.535,0.3182,0.025633669,0.6151412,0.35922518,Neutral,Positive
1237.361,1242.621,always stay side protect,Secondary,379,0.0,0.536,0.464,0.3818,0.066924,0.6096044,0.32347152,Neutral,Neutral
1242.699,1246.079,", believed",Secondary,380,0.0,1.0,0.0,0.0,0.095888935,0.7074048,0.19670635,Neutral,Neutral
1247.412,1251.332,'ll ask one thing,Secondary,381,0.0,1.0,0.0,0.0,0.1385468,0.7446835,0.11676968,Neutral,Neutral
1251.416,1255.876,'m dreaming eternally happy,Secondary,382,0.0,0.448,0.552,0.5719,0.0022052745,0.037269022,0.9605257,Positive,Positive
1256.129,1261.299,n't fancy n't need perfect life,Secondary,383,0.375,0.625,0.0,-0.4585,0.3599958,0.5536725,0.086331725,Neutral,Neutral
1261.385,1265.135,thing want,Secondary,384,0.0,0.435,0.565,0.0772,0.15084553,0.55383295,0.2953215,Neutral,Positive
1265.222,1266.522,n't worry,Secondary,385,0.0,0.294,0.706,0.3412,0.09534316,0.68086183,0.22379503,Neutral,Positive
1267.724,1268.894,always,Secondary,386,0.0,1.0,0.0,0.0,0.19857499,0.47168455,0.3297404,Neutral,Neutral
1270.352,1274.442,always remember moment,Secondary,387,0.0,1.0,0.0,0.0,0.02679748,0.5742289,0.39897367,Neutral,Neutral
1274.856,1275.816,arms,Secondary,388,0.0,1.0,0.0,0.0,0.19565459,0.6053785,0.19896688,Neutral,Neutral
1275.899,1277.439,"sit , guys .",Secondary,389,0.0,1.0,0.0,0.0,0.08824103,0.74707186,0.16468701,Neutral,Neutral
1277.526,1279.316,n't get excited . sit .,Secondary,390,0.404,0.596,0.0,-0.2584,0.47464865,0.42833513,0.097016275,Negative,Neutral
1280.028,1284.318,make sure smile lights forever,Secondary,391,0.0,0.385,0.615,0.5859,0.003715974,0.108796366,0.88748765,Positive,Positive
1288.912,1292.582,saying happy,Secondary,392,0.0,0.213,0.787,0.5719,0.0070148734,0.11770244,0.8752827,Positive,Positive
1293.208,1295.538,spend first night together,Secondary,393,0.0,1.0,0.0,0.0,0.014877256,0.8006513,0.18447146,Neutral,Neutral
1295.627,1298.257,change,Secondary,394,0.0,1.0,0.0,0.0,0.19892499,0.6467331,0.15434194,Neutral,Neutral
1298.338,1301.718,eyes,Secondary,395,0.0,1.0,0.0,0.0,0.22996858,0.5462561,0.22377525,Neutral,Neutral
1307.764,1311.694,even lose everything,Secondary,396,0.574,0.426,0.0,-0.4019,0.5200021,0.452598,0.027399832,Negative,Negative
1312.102,1314.152,wo n't regret,Secondary,397,0.0,0.462,0.538,0.3252,0.10645874,0.74874175,0.1447995,Neutral,Positive
1314.229,1317.189,always love,Secondary,398,0.0,0.192,0.808,0.6369,0.01767374,0.19054577,0.79178053,Positive,Positive
1317.274,1322.284,everlasting love,Secondary,399,0.0,0.192,0.808,0.6369,0.015440186,0.2208891,0.7636707,Positive,Positive
1322.696,1323.856,"`` moment ,",Secondary,400,0.0,1.0,0.0,0.0,0.09064304,0.635447,0.27390996,Neutral,Neutral
1323.947,1327.447,important person life n't .,Secondary,401,0.0,0.625,0.375,0.2023,0.41647494,0.51935667,0.064168476,Neutral,Neutral
1327.951,1330.201,"show determination words ,",Secondary,402,0.0,0.426,0.574,0.4019,0.12845446,0.73933524,0.13221022,Neutral,Positive
1330.579,1332.209,love .,Secondary,403,0.0,0.0,1.0,0.6369,0.049787294,0.38800627,0.56220645,Positive,Positive
1332.998,1334.458,like friends said shy .,Secondary,404,0.233,0.116,0.651,0.5574,0.19197239,0.7283692,0.07965841,Neutral,Positive
1334.541,1336.081,"like couples , much medication .",Secondary,405,0.0,0.545,0.455,0.3612,0.124172695,0.78765523,0.08817199,Neutral,Neutral
1336.585,1340.045,"last breath , love . ''",Secondary,406,0.0,0.417,0.583,0.6369,0.047822844,0.55203754,0.40013954,Neutral,Positive
1340.756,1344.466,believe one,Secondary,407,0.0,1.0,0.0,0.0,0.077523366,0.6081623,0.3143144,Neutral,Neutral
1344.551,1348.721,always trust one another,Secondary,408,0.0,0.476,0.524,0.5106,0.013286541,0.3200603,0.6666531,Positive,Positive
1348.805,1352.055,stay beat . hope comfort,Secondary,409,0.0,0.27,0.73,0.6597,0.019235652,0.4498378,0.5309266,Positive,Positive
1352.142,1354.392,misery celebrate,Secondary,410,0.5,0.0,0.5,0.0,0.74958587,0.22595267,0.024461444,Negative,Positive
1354.478,1358.568,"happiness together hey , slowly .",Secondary,411,0.0,0.455,0.545,0.5574,0.006180297,0.22865075,0.76516896,Positive,Positive
1358.648,1359.688,promise,Secondary,412,0.0,0.0,1.0,0.3182,0.14735824,0.659755,0.19288683,Neutral,Positive
1361.026,1362.646,things get hard,Secondary,413,0.412,0.588,0.0,-0.1027,0.79306555,0.18980406,0.01713039,Negative,Neutral
1363.57,1367.57,'ll protector,Secondary,414,0.0,1.0,0.0,0.0,0.19341916,0.5671622,0.23941864,Neutral,Neutral
1367.949,1369.199,smile arms,Secondary,415,0.0,0.286,0.714,0.3612,0.014676299,0.35165504,0.6336687,Positive,Positive
1370.202,1373.082,make sure,Secondary,416,0.0,0.303,0.697,0.3182,0.13600288,0.5998366,0.26416057,Neutral,Positive
1373.163,1377.333,smile lights forever,Secondary,417,0.0,0.444,0.556,0.3612,0.008772713,0.25041303,0.74081427,Positive,Positive
1382.047,1386.007,saying happy,Secondary,418,0.0,0.213,0.787,0.5719,0.0070148734,0.11770244,0.8752827,Positive,Positive
1386.301,1388.931,spend first night together,Secondary,419,0.0,1.0,0.0,0.0,0.014877256,0.8006513,0.18447146,Neutral,Neutral
1389.012,1391.562,change,Secondary,420,0.0,1.0,0.0,0.0,0.19892499,0.6467331,0.15434194,Neutral,Neutral
1391.64,1394.98,eyes,Secondary,421,0.0,1.0,0.0,0.0,0.22996858,0.5462561,0.22377525,Neutral,Neutral
1400.857,1405.237,even lose everything,Secondary,422,0.574,0.426,0.0,-0.4019,0.5200021,0.452598,0.027399832,Negative,Negative
1405.32,1407.53,wo n't regret,Secondary,423,0.0,0.462,0.538,0.3252,0.10645874,0.74874175,0.1447995,Neutral,Positive
1407.614,1410.584,always love,Secondary,424,0.0,0.192,0.808,0.6369,0.01767374,0.19054577,0.79178053,Positive,Positive
1410.659,1415.119,everlasting love,Secondary,425,0.0,0.192,0.808,0.6369,0.015440186,0.2208891,0.7636707,Positive,Positive
1435.934,1438.354,"seven o'clock , let 's meet ! let 's meet !",Secondary,426,0.0,1.0,0.0,0.0,0.00996958,0.4611914,0.52883905,Positive,Neutral
1438.437,1439.857,"hello , lee soogeun .",Secondary,427,0.0,1.0,0.0,0.0,0.0145205315,0.6634409,0.3220386,Neutral,Neutral
1440.188,1441.398,"hey , jiwon , say hello .",Secondary,428,0.0,1.0,0.0,0.0,0.010861316,0.5954026,0.39373606,Neutral,Neutral
1441.481,1443.571,hello . 'm jiwon .,Secondary,429,0.0,1.0,0.0,0.0,0.016101059,0.7082139,0.27568495,Neutral,Neutral
1444.151,1446.901,"jiwon , looked calendar may today .",Secondary,430,0.0,1.0,0.0,0.0,0.020639818,0.8996693,0.079690896,Neutral,Neutral
1446.987,1448.777,noticed many holidays may .,Secondary,431,0.0,0.536,0.464,0.3818,0.056819566,0.79756844,0.14561193,Neutral,Neutral
1448.864,1451.284,"'s holiday , . children 's day !",Secondary,432,0.0,0.572,0.428,0.4574,0.06300651,0.5828328,0.35416064,Neutral,Neutral
1451.366,1453.986,'s right . 's children 's day 's parents ' day .,Secondary,433,0.0,1.0,0.0,0.0,0.06929472,0.6468178,0.2838875,Neutral,Neutral
1454.077,1456.197,teachers ' day well ! many !,Secondary,434,0.0,0.528,0.472,0.3987,0.009439633,0.25010726,0.7404531,Positive,Neutral
1456.288,1457.958,trying sell something ?,Secondary,435,0.0,1.0,0.0,0.0,0.15667062,0.8065517,0.036777657,Neutral,Neutral
1458.039,1460.289,'re discussing holidays . sound like street peddler .,Secondary,436,0.0,0.495,0.505,0.6249,0.48307484,0.47407973,0.04284537,Negative,Positive
1460.375,1463.375,'s one thing disappoints . 's holiday .,Secondary,437,0.28,0.43,0.29,0.0258,0.83779883,0.14340407,0.018797154,Negative,Neutral
1463.503,1466.013,"come , soogeun . whatever want every day .",Secondary,438,0.0,0.794,0.206,0.0772,0.014400122,0.51618,0.46941993,Neutral,Neutral
1466.089,1467.629,mean ? every single day .,Secondary,439,0.0,1.0,0.0,0.0,0.2345994,0.6677353,0.09766527,Neutral,Neutral
1467.716,1471.506,could things want one day ?,Secondary,440,0.0,0.755,0.245,0.0772,0.039756414,0.83353806,0.1267055,Neutral,Neutral
1471.595,1474.055,try live today like ?,Secondary,441,0.0,0.545,0.455,0.3612,0.08534325,0.8752913,0.03936544,Neutral,Neutral
1474.139,1476.099,may perfect month .,Secondary,442,0.0,0.351,0.649,0.5719,0.0039405604,0.08127524,0.91478425,Positive,Positive
1476.183,1479.943,'s first song . 's song cool . 's english .,Secondary,443,0.0,0.753,0.247,0.3182,0.003934193,0.1258459,0.8702199,Positive,Neutral
1480.02,1480.85,jiwon .,Secondary,444,0.0,1.0,0.0,0.0,0.12622121,0.74872655,0.12505223,Neutral,Neutral
1499.539,1500.669,!,Secondary,445,0.0,0.0,0.0,0.0,0.09442686,0.53720474,0.36836836,Neutral,Positive
1503.335,1505.545,"one , two .",Secondary,446,0.0,1.0,0.0,0.0,0.14351879,0.6489947,0.20748655,Neutral,Neutral
1506.213,1508.303,let 's ! let 's go !,Secondary,447,0.0,1.0,0.0,0.0,0.013398223,0.3032201,0.6833817,Positive,Neutral
1511.384,1513.304,good luck . let 's complete run !,Secondary,448,0.0,0.392,0.608,0.7345,0.002012876,0.058085497,0.93990165,Positive,Positive
1518.266,1520.346,one minute start !,Secondary,449,0.0,1.0,0.0,0.0,0.039170846,0.6088588,0.35197031,Neutral,Neutral
1521.394,1526.824,try get rid scent wind,Secondary,450,0.0,1.0,0.0,0.0,0.22717635,0.72584224,0.046981476,Neutral,Neutral
1528.693,1532.283,"get going , n't matter",Secondary,451,0.264,0.736,0.0,-0.0191,0.10362668,0.57718354,0.31918982,Neutral,Neutral
1532.572,1534.202,"hello , sir . 'm .",Secondary,452,0.0,1.0,0.0,0.0,0.028954595,0.7181318,0.25291365,Neutral,Neutral
1534.282,1537.082,park car b104 . 's empty .,Secondary,453,0.31,0.69,0.0,-0.2023,0.2047744,0.71775746,0.07746814,Neutral,Neutral
1537.577,1538.697,okay . thank .,Chae Song-hwa,454,0.0,0.0,1.0,0.5267,0.01467695,0.2935458,0.6917773,Positive,Positive
1551.508,1554.428,good luck records !,Secondary,455,0.0,0.139,0.861,0.7345,0.0034991193,0.06334362,0.93315727,Positive,Positive
1554.511,1560.061,"five , four , three , two , one .",Secondary,456,0.0,1.0,0.0,0.0,0.11266033,0.73963785,0.14770181,Neutral,Neutral
1589.838,1592.588,n't send mental hospital something ?,Secondary,457,0.0,1.0,0.0,0.0,0.3734403,0.6018603,0.024699427,Neutral,Neutral
1593.3,1595.34,right . goodness .,Secondary,458,0.0,0.25,0.75,0.4588,0.08089486,0.52668417,0.39242098,Neutral,Positive
1596.678,1599.638,"hyeonho might surgical bleeding . elevated lactic acid level , urine",Secondary,459,0.0,1.0,0.0,0.0,0.5906928,0.3904177,0.01888948,Negative,Neutral
1639.179,1641.429,resident yong seokmin,Secondary,460,0.0,1.0,0.0,0.0,0.0741584,0.79626054,0.12958102,Neutral,Neutral
1658.865,1664.195,"yeoninsan campsite , b104",Secondary,461,0.0,1.0,0.0,0.0,0.050675124,0.8788913,0.07043365,Neutral,Neutral
1671.336,1673.206,look .,Secondary,462,0.0,1.0,0.0,0.0,0.14547914,0.6548308,0.19969003,Neutral,Neutral
1676.341,1677.261,'s good .,Secondary,463,0.0,0.256,0.744,0.4404,0.0069532846,0.09423804,0.89880866,Positive,Positive
1679.135,1681.755,n't hard handle vip patients top regular patients ?,Secondary,464,0.25,0.463,0.287,-0.1546,0.17819665,0.77614754,0.045655802,Neutral,Neutral
1681.846,1684.266,", 's doable . doctors , .",Kim Jun-wan,465,0.0,1.0,0.0,0.0,0.020046208,0.396009,0.5839448,Positive,Neutral
1685.183,1687.273,'s nice see young doctor like .,Secondary,466,0.0,0.43,0.57,0.6486,0.0070821377,0.12111226,0.8718056,Positive,Positive
1687.352,1688.852,"envy friendship , .",Secondary,467,0.42,0.0,0.58,0.2023,0.04836958,0.64931124,0.30231923,Neutral,Positive
1688.937,1691.267,"jongsu , tenth hole far .",Secondary,468,0.0,1.0,0.0,0.0,0.0866107,0.8500103,0.06337905,Neutral,Neutral
1691.356,1692.896,let 's take cart .,Secondary,469,0.0,1.0,0.0,0.0,0.059249062,0.7255661,0.2151848,Neutral,Neutral
1699.072,1700.702,'s cousin .,Secondary,470,0.0,1.0,0.0,0.0,0.13504785,0.7622158,0.10273639,Neutral,Neutral
1700.782,1703.492,'s supposed secret . everyone knows .,Secondary,471,0.0,1.0,0.0,0.0,0.1494926,0.76808226,0.082425185,Neutral,Neutral
1703.576,1705.946,everyone hospital knows . .,Secondary,472,0.0,1.0,0.0,0.0,0.23462,0.7022954,0.06308454,Neutral,Neutral
1706.913,1708.083,everyone knows .,Secondary,473,0.0,1.0,0.0,0.0,0.21393487,0.639529,0.14653622,Neutral,Neutral
1708.665,1710.375,"hey , know ?",Secondary,474,0.0,1.0,0.0,0.0,0.1603624,0.6900211,0.14961655,Neutral,Neutral
1710.875,1715.255,people know even things assume idea .,Secondary,475,0.0,1.0,0.0,0.0,0.23796377,0.69484067,0.067195565,Neutral,Neutral
1718.758,1721.588,"hey , 'm tired . let 's take cart .",Secondary,476,0.326,0.674,0.0,-0.4404,0.27028292,0.6446566,0.0850605,Neutral,Neutral
1721.678,1723.968,let 's walk . take cart .,Secondary,477,0.0,1.0,0.0,0.0,0.031088779,0.8307884,0.13812281,Neutral,Neutral
1724.055,1725.675,let 's walk .,Secondary,478,0.0,1.0,0.0,0.0,0.06564942,0.7615782,0.1727724,Neutral,Neutral
1726.474,1727.394,upset ?,Secondary,479,1.0,0.0,0.0,-0.3818,0.39627966,0.5627164,0.04100386,Neutral,Negative
1738.987,1740.357,much prescribe ?,Kim Jun-wan,480,0.0,1.0,0.0,0.0,0.1757382,0.7479528,0.076309025,Neutral,Neutral
1741.239,1742.199,io ?,Kim Jun-wan,481,0.0,1.0,0.0,0.0,0.20255736,0.6441802,0.15326244,Neutral,Neutral
1743.908,1745.328,okay . 'll soon .,Kim Jun-wan,482,0.0,0.513,0.487,0.2263,0.017671786,0.6300505,0.35227776,Neutral,Neutral
1748.955,1750.035,thank .,Yang Seok-hyung,483,0.0,0.0,1.0,0.3612,0.04915872,0.6146238,0.3362175,Neutral,Positive
1751.499,1754.289,. scamming phone call .,Secondary,484,0.0,1.0,0.0,0.0,0.6951771,0.28758812,0.017234791,Negative,Neutral
1754.544,1760.014,"`` sir , need go atm right . ''",Secondary,485,0.0,1.0,0.0,0.0,0.1117752,0.81911385,0.06911095,Neutral,Neutral
1760.383,1762.513,professor yang . surprise see .,Secondary,486,0.0,0.588,0.412,0.2732,0.073295064,0.7142199,0.21248502,Neutral,Neutral
1762.886,1764.636,thought n't eating .,Secondary,487,0.0,1.0,0.0,0.0,0.30791795,0.62975883,0.06232322,Neutral,Neutral
1766.598,1768.268,schedule suddenly freed .,Secondary,488,0.0,0.426,0.574,0.4019,0.035968065,0.78456455,0.17946738,Neutral,Positive
1768.349,1769.519,see .,Secondary,489,0.0,1.0,0.0,0.0,0.20908241,0.6057027,0.18521489,Neutral,Neutral
1770.518,1773.098,"professor yang , n't tell us ? yes ?",Secondary,490,0.344,0.656,0.0,-0.3855,0.11167808,0.83297205,0.055349875,Neutral,Neutral
1773.688,1774.978,?,Secondary,491,0.0,0.0,0.0,0.0,0.20457315,0.68945074,0.10597605,Neutral,Positive
1775.064,1777.234,comedy club premed .,Secondary,492,0.0,0.444,0.556,0.3612,0.07945552,0.8048851,0.11565937,Neutral,Positive
1778.109,1780.449,surprised . n't see coming .,Secondary,493,0.0,0.612,0.388,0.2263,0.0404933,0.3361027,0.623404,Positive,Neutral
1780.528,1782.488,"thought loner , 're pretty cool .",Secondary,494,0.235,0.204,0.561,0.4939,0.0058843,0.088936254,0.9051794,Positive,Positive
1783.072,1784.322,", n't . said ?",Secondary,495,0.0,1.0,0.0,0.0,0.22828548,0.72369313,0.048021305,Neutral,Neutral
1785.074,1786.494,dr. jang told us .,Secondary,496,0.0,1.0,0.0,0.0,0.0933479,0.8334346,0.07321747,Neutral,Neutral
1787.118,1789.248,dr. jang gyeoul thirdyear gs resident .,Secondary,497,0.0,1.0,0.0,0.0,0.043813094,0.9026346,0.053552184,Neutral,Neutral
1790.079,1791.409,hello .,Secondary,498,0.0,1.0,0.0,0.0,0.09716277,0.6296369,0.27320033,Neutral,Neutral
1791.498,1792.998,"dr. jang . 's true , n't ?",Secondary,499,0.0,0.588,0.412,0.4215,0.06037352,0.8806335,0.058993056,Neutral,Neutral
1793.082,1797.052,said five professors born 1980 comedy club .,Secondary,500,0.0,0.706,0.294,0.3612,0.09729635,0.8228937,0.07981001,Neutral,Neutral
1797.629,1799.589,"'s heard , . ?",Secondary,501,0.0,1.0,0.0,0.0,0.15729809,0.787786,0.05491591,Neutral,Neutral
1799.672,1801.342,professor lee ikjun hepatopancreatic surgery .,Secondary,502,0.0,1.0,0.0,0.0,0.07819632,0.8719057,0.049898036,Neutral,Neutral
1801.424,1802.304,see .,Secondary,503,0.0,1.0,0.0,0.0,0.20908241,0.6057027,0.18521489,Neutral,Neutral
1805.053,1806.853,n't middle meal ?,Secondary,504,0.0,1.0,0.0,0.0,0.13235743,0.80441797,0.06322457,Neutral,Neutral
1807.347,1809.057,try bread . 's really good .,Secondary,505,0.0,0.556,0.444,0.4927,0.0026736395,0.041250695,0.95607567,Positive,Neutral
1809.641,1811.851,okay . dig .,Yang Seok-hyung,506,0.0,0.345,0.655,0.2263,0.10013841,0.7085447,0.19131683,Neutral,Positive
1811.935,1814.395,"professor yang , 'd love meal .",Secondary,507,0.0,0.488,0.512,0.6369,0.012311671,0.28304774,0.70464057,Positive,Positive
1814.896,1816.266,hear dr. jang buys beef .,Yang Seok-hyung,508,0.0,1.0,0.0,0.0,0.2675458,0.70885557,0.023598667,Neutral,Neutral
1816.356,1819.526,sure . eat . 'll treat beef time .,Yang Seok-hyung,509,0.0,0.444,0.556,0.6124,0.039228372,0.73504394,0.22572774,Neutral,Positive
1819.609,1820.819,right ?,Secondary,510,0.0,1.0,0.0,0.0,0.20608503,0.6216273,0.1722877,Neutral,Neutral
1820.902,1823.862,gosh . get going .,Yang Seok-hyung,511,0.0,1.0,0.0,0.0,0.1035741,0.6386737,0.2577521,Neutral,Neutral
1823.947,1827.407,got text message result mri requested .,Yang Seok-hyung,512,0.0,1.0,0.0,0.0,0.092098184,0.83956,0.068341866,Neutral,Neutral
1827.492,1828.742,"bye , .",Yang Seok-hyung,513,0.0,1.0,0.0,0.0,0.24624357,0.6157783,0.13797818,Neutral,Neutral
1829.16,1830.29,okay . okay .,Secondary,514,0.0,0.0,1.0,0.4215,0.05122895,0.5208376,0.42793348,Neutral,Positive
1830.995,1832.205,bye . bye .,Yang Seok-hyung,515,0.0,1.0,0.0,0.0,0.37574977,0.5064853,0.11776494,Neutral,Neutral
1832.288,1833.868,good day . okay .,Yang Seok-hyung,516,0.0,0.172,0.828,0.5859,0.0039157104,0.052418202,0.94366604,Positive,Positive
1833.957,1834.787,goodness . bye .,Secondary,517,0.0,0.25,0.75,0.4588,0.051656578,0.42267847,0.5256649,Positive,Positive
1837.21,1841.17,"taein , get mri requests obgyn today ?",Secondary,518,0.0,1.0,0.0,0.0,0.049351506,0.92039776,0.030250728,Neutral,Neutral
1841.256,1843.416,", 's none . checked came .",Secondary,519,0.0,1.0,0.0,0.0,0.20868954,0.70407003,0.087240435,Neutral,Neutral
1844.425,1846.215,"gosh , ?",Secondary,520,0.0,1.0,0.0,0.0,0.39928257,0.55026585,0.05045152,Neutral,Neutral
1846.719,1848.299,get along people ?,Secondary,521,0.0,1.0,0.0,0.0,0.16967988,0.78135645,0.048963558,Neutral,Neutral
1848.805,1851.715,"professor yang good , though .",Secondary,522,0.0,0.508,0.492,0.4404,0.0061395764,0.16189218,0.83196825,Positive,Neutral
1852.016,1854.976,"'s authoritative , always work .",Secondary,523,0.0,1.0,0.0,0.0,0.031151783,0.54793036,0.42091784,Neutral,Neutral
1855.144,1857.904,like . things work america ?,Secondary,524,0.0,0.545,0.455,0.3612,0.13767365,0.7912584,0.07106796,Neutral,Neutral
1858.356,1861.066,heard fellowship states .,Secondary,525,0.0,1.0,0.0,0.0,0.11450706,0.80463195,0.08086097,Neutral,Neutral
1861.317,1862.817,merit individualism ?,Secondary,526,0.0,0.263,0.737,0.4215,0.27289554,0.69088596,0.03621848,Neutral,Positive
1862.902,1864.992,tell 's considered merit .,Secondary,527,0.0,0.517,0.483,0.4215,0.06907609,0.8217582,0.10916567,Neutral,Neutral
1865.238,1866.988,'s frustrating sloth .,Secondary,528,0.592,0.408,0.0,-0.4404,0.9119522,0.076206274,0.011841458,Negative,Negative
1867.74,1869.83,wish would talk least .,Secondary,529,0.0,0.526,0.474,0.4019,0.15307146,0.7520715,0.09485696,Neutral,Neutral
1869.909,1871.579,never read 's thinking .,Secondary,530,0.0,1.0,0.0,0.0,0.48354325,0.47917295,0.037283763,Negative,Neutral
1875.582,1878.082,"dr. jang , 's ? boyfriend ?",Secondary,531,0.0,1.0,0.0,0.0,0.06898178,0.89186114,0.039157107,Neutral,Neutral
1878.167,1880.127,"even photo makes happy ? yes , .",Secondary,532,0.0,0.319,0.681,0.7506,0.0036823004,0.08564153,0.9106762,Positive,Positive
1880.461,1883.051,yes . make happy . gosh .,Secondary,533,0.0,0.238,0.762,0.7506,0.0054862574,0.08603892,0.90847486,Positive,Positive
1884.007,1884.967,'ll get going .,Secondary,534,0.0,1.0,0.0,0.0,0.020489579,0.5440955,0.43541485,Neutral,Neutral
1892.557,1894.767,ambulance brought due severe stomachache .,Secondary,535,0.394,0.606,0.0,-0.3818,0.8565798,0.13422497,0.009195356,Negative,Neutral
1894.851,1896.771,"according xray scan , could ileus .",Secondary,536,0.0,1.0,0.0,0.0,0.1576964,0.7791031,0.063200526,Neutral,Neutral
1896.853,1899.273,called liver transplant .,Secondary,537,0.0,1.0,0.0,0.0,0.22352827,0.73120713,0.04526459,Neutral,Neutral
1899.564,1901.774,released gas diarrhea waiting .,Secondary,538,0.0,1.0,0.0,0.0,0.13661097,0.77124035,0.09214867,Neutral,Neutral
1901.858,1904.438,good work . bend knees ?,Lee Ik-joon,539,0.0,0.508,0.492,0.4404,0.011242337,0.26064563,0.72811204,Positive,Neutral
1905.069,1908.029,"'m sorry , doctor . 's weekend .",Secondary,540,0.245,0.755,0.0,-0.0772,0.44678473,0.48281854,0.07039669,Neutral,Neutral
1908.114,1911.034,"gyubin , know 'm always call . give second .",Lee Ik-joon,541,0.0,1.0,0.0,0.0,0.020195236,0.67242676,0.307378,Neutral,Neutral
1914.662,1916.502,"diarrhea released gas , right ?",Lee Ik-joon,542,0.0,1.0,0.0,0.0,0.38168937,0.59314436,0.025166295,Neutral,Neutral
1916.581,1920.081,yes . n't hurt .,Secondary,543,0.0,0.154,0.846,0.6679,0.05270202,0.5458854,0.40141258,Neutral,Positive
1920.376,1923.296,thought going die ambulance .,Secondary,544,0.565,0.435,0.0,-0.5994,0.55486727,0.40089136,0.044241354,Negative,Negative
1923.379,1927.009,"soon saw face , pain disappeared completely .",Secondary,545,0.565,0.435,0.0,-0.6369,0.07287386,0.4831679,0.44395825,Neutral,Negative
1927.675,1930.175,'m really sorry . 's okay . 're recovering .,Lee Ik-joon,546,0.182,0.571,0.247,0.1458,0.03558805,0.38014644,0.5842655,Positive,Neutral
1931.638,1934.308,"gyubin , 'm really sorry scar .",Lee Ik-joon,547,0.285,0.715,0.0,-0.1513,0.57809025,0.37703973,0.044870045,Negative,Neutral
1934.39,1937.52,'s nothing . 'm glad back school .,Secondary,548,0.332,0.668,0.0,-0.357,0.012131992,0.108116105,0.87975186,Positive,Neutral
1937.602,1939.102,goodness .,Lee Ik-joon,549,0.0,0.0,1.0,0.4588,0.024299005,0.32578576,0.6499152,Positive,Positive
1941.481,1943.571,take scan quickly ?,Lee Ik-joon,550,0.0,1.0,0.0,0.0,0.09409379,0.8362712,0.06963502,Neutral,Neutral
1943.65,1944.82,yes . okay .,Secondary,551,0.0,0.0,1.0,0.5574,0.017132528,0.32465208,0.65821534,Positive,Positive
1946.11,1947.57,knew . see ?,Secondary,552,0.0,1.0,0.0,0.0,0.17074026,0.74553835,0.083721444,Neutral,Neutral
1948.488,1951.488,knew would . golf course ?,Lee Ik-joon,553,0.0,1.0,0.0,0.0,0.07267815,0.8626022,0.06471969,Neutral,Neutral
1951.574,1953.034,jeez . take look .,Secondary,554,0.0,1.0,0.0,0.0,0.31975207,0.61145335,0.06879462,Neutral,Neutral
