Start,End,Text,Character,SentenceIndex,vaderNeg,vaderNeu,vaderPos,vaderCompound,roBERTaNeg,roBERTaNeu,roBERTaPos,roBERTaMajorSentiment,vaderMajorSentiment
1103.811,1105.271,'ll buy pair shoes .,Secondary,377,0.0,1.0,0.0,0.0,0.024583023,0.7378385,0.23757851,Neutral,Neutral
1105.354,1107.234,pair last ten years .,Chae Song-hwa,378,0.0,1.0,0.0,0.0,0.20613045,0.72003293,0.07383666,Neutral,Neutral
1107.314,1109.274,'s ten years since first saw .,Secondary,379,0.0,1.0,0.0,0.0,0.093065515,0.8136096,0.09332482,Neutral,Neutral
1109.358,1111.318,got resident .,Secondary,380,0.0,1.0,0.0,0.0,0.13915977,0.68633634,0.1745039,Neutral,Neutral
1111.401,1113.111,bid farewell shoes .,Secondary,381,0.0,1.0,0.0,0.0,0.071561866,0.81475043,0.11368775,Neutral,Neutral
1113.654,1114.824,?,Chae Song-hwa,382,0.0,0.0,0.0,0.0,0.20457315,0.68945074,0.10597605,Neutral,Positive
1115.614,1116.494,nicknamed ?,Chae Song-hwa,383,0.0,1.0,0.0,0.0,0.14399353,0.77795863,0.07804789,Neutral,Neutral
1116.573,1117.743,yong seokmin .,Secondary,384,0.0,1.0,0.0,0.0,0.0523202,0.81104475,0.13663512,Neutral,Neutral
1117.825,1118.865,got .,Chae Song-hwa,385,0.0,1.0,0.0,0.0,0.233745,0.60029167,0.1659633,Neutral,Neutral
1123.58,1124.96,gosh .,Secondary,386,0.0,1.0,0.0,0.0,0.44641957,0.45662946,0.09695097,Neutral,Neutral
1128.293,1130.213,"still long way go ,",Secondary,387,0.0,1.0,0.0,0.0,0.34355146,0.55201036,0.1044382,Neutral,Neutral
1130.295,1133.415,make sure choose gs field become residents .,Secondary,388,0.0,0.723,0.277,0.3182,0.07312535,0.78990257,0.13697205,Neutral,Neutral
1136.593,1138.803,"n't say , `` mean gs convenience store ? ''",Secondary,389,0.0,1.0,0.0,0.0,0.29567006,0.6638817,0.040448293,Neutral,Neutral
1139.555,1141.465,'s gs homeshopping network either .,Secondary,390,0.0,1.0,0.0,0.0,0.14437479,0.78450495,0.07112033,Neutral,Neutral
1141.557,1144.427,"see . mean , general surgery ?",Secondary,391,0.0,1.0,0.0,0.0,0.18005672,0.78825516,0.03168816,Neutral,Neutral
1145.102,1146.562,'s right .,Secondary,392,0.0,1.0,0.0,0.0,0.108351,0.5277378,0.36391118,Neutral,Neutral
1146.645,1149.935,know n't lot residents fields either .,Secondary,393,0.0,1.0,0.0,0.0,0.3316311,0.59976107,0.06860785,Neutral,Neutral
1150.691,1154.111,handful gs residents korea .,Secondary,394,0.0,1.0,0.0,0.0,0.17128074,0.777949,0.05077026,Neutral,Neutral
1154.194,1155.404,know ?,Secondary,395,0.0,1.0,0.0,0.0,0.20078024,0.6329865,0.16623326,Neutral,Neutral
1157.114,1160.034,new dynamic .,Secondary,396,0.0,0.278,0.722,0.3818,0.07696149,0.7046765,0.21836197,Neutral,Positive
1163.62,1166.37,"listen , janghwa hongryeon .",Secondary,397,0.0,1.0,0.0,0.0,0.032946028,0.8646071,0.102446906,Neutral,Neutral
1166.707,1169.207,names hongdo yunbok .,Secondary,398,0.0,1.0,0.0,0.0,0.06261472,0.8419868,0.09539863,Neutral,Neutral
1169.293,1172.133,okay . hongdo yunbok . listen carefully .,Secondary,399,0.0,0.469,0.531,0.34,0.05066243,0.8442861,0.105051436,Neutral,Positive
1172.838,1177.088,"hospital , 13 general surgeons .",Secondary,400,0.0,1.0,0.0,0.0,0.122612044,0.8165641,0.06082385,Neutral,Neutral
1177.593,1180.143,one resident .,Secondary,401,0.0,1.0,0.0,0.0,0.14545996,0.68790066,0.16663942,Neutral,Neutral
1180.22,1182.39,"dr. jang gyeoul , ?",Secondary,402,0.0,1.0,0.0,0.0,0.062422693,0.8926303,0.044947047,Neutral,Neutral
1182.472,1186.192,'s like daughter 13 dads .,Secondary,403,0.0,0.615,0.385,0.3612,0.12377985,0.80694354,0.069276586,Neutral,Neutral
1186.435,1188.595,", think upper hand ?",Secondary,404,0.0,0.385,0.615,0.4939,0.06712462,0.8508101,0.08206525,Neutral,Positive
1188.812,1192.482,"guys , general surgery n't bad .",Secondary,405,0.0,0.584,0.416,0.431,0.014222464,0.23920964,0.74656785,Positive,Neutral
1192.566,1194.816,"dr. jang , come work early ?",Secondary,406,0.0,1.0,0.0,0.0,0.034700055,0.9147518,0.050548162,Neutral,Neutral
1194.902,1196.112,told take today .,Secondary,407,0.0,1.0,0.0,0.0,0.06397849,0.8232231,0.11279845,Neutral,Neutral
1196.195,1198.485,prepared materials colorectal surgery meeting .,Lee Ik-joon,408,0.0,0.678,0.322,0.2263,0.055878453,0.8986173,0.0455043,Neutral,Neutral
1198.572,1200.412,n't talk . 's busy .,Lee Ik-joon,409,0.0,1.0,0.0,0.0,0.43013945,0.5129167,0.056943882,Neutral,Neutral
1200.574,1201.494,get lost .,Lee Ik-joon,410,0.697,0.303,0.0,-0.3182,0.62256384,0.33293957,0.0444966,Negative,Negative
1202.659,1203.699,go .,Lee Ik-joon,411,0.0,1.0,0.0,0.0,0.14640741,0.63165855,0.22193402,Neutral,Neutral
1215.505,1217.585,"goodness . dr. jang , eaten ?",Lee Ik-joon,412,0.0,0.5,0.5,0.4588,0.024656722,0.67614084,0.29920244,Neutral,Positive
1217.674,1219.344,pot noodles earlier .,Secondary,413,0.0,1.0,0.0,0.0,0.07441581,0.80269504,0.122889206,Neutral,Neutral
1219.426,1220.336,pot noodles ?,Lee Ik-joon,414,0.0,1.0,0.0,0.0,0.10340871,0.8197711,0.07682013,Neutral,Neutral
1221.428,1223.218,'s real food . come .,Lee Ik-joon,415,0.0,1.0,0.0,0.0,0.02401735,0.5347662,0.4412164,Neutral,Neutral
1223.305,1225.175,let 's go . 'll buy meal . come .,Lee Ik-joon,416,0.0,1.0,0.0,0.0,0.021204166,0.80095404,0.17784183,Neutral,Neutral
1226.433,1229.483,"collapse , general surgery collapse , . come .",Lee Ik-joon,417,0.681,0.319,0.0,-0.7506,0.39217272,0.5739007,0.03392655,Neutral,Negative
1229.561,1231.401,'m fine . really ?,Secondary,418,0.0,0.526,0.474,0.2023,0.042771734,0.55603635,0.40119192,Neutral,Neutral
1233.815,1235.855,reading lee yongchan 's chart .,Lee Ik-joon,419,0.0,1.0,0.0,0.0,0.037362304,0.8765641,0.08607351,Neutral,Neutral
1235.943,1238.243,patient get liver transplant tomorrow morning .,Lee Ik-joon,420,0.0,1.0,0.0,0.0,0.10207165,0.8594726,0.03845575,Neutral,Neutral
1239.947,1241.777,liver transplant . 'm leading surgery .,Lee Ik-joon,421,0.0,1.0,0.0,0.0,0.11019327,0.8390064,0.05080037,Neutral,Neutral
1243.408,1244.908,want join ?,Lee Ik-joon,422,0.0,0.0,1.0,0.3612,0.058135543,0.7476283,0.19423622,Neutral,Positive
1248.622,1250.212,'s hcc patient .,Secondary,423,0.0,1.0,0.0,0.0,0.13594717,0.7962023,0.06785051,Neutral,Neutral
1251.917,1254.127,"dr. jang , 'm rounds .",Secondary,424,0.0,1.0,0.0,0.0,0.04716682,0.87014943,0.082683705,Neutral,Neutral
1254.211,1255.421,come ?,Secondary,425,0.0,1.0,0.0,0.0,0.17499089,0.6598866,0.16512255,Neutral,Neutral
1255.504,1257.844,", ca n't . . hey , hold .",Lee Ik-joon,426,0.0,1.0,0.0,0.0,0.18034974,0.7521951,0.06745511,Neutral,Neutral
1261.051,1262.341,"'ll join , right ?",Lee Ik-joon,427,0.0,0.476,0.524,0.296,0.040022966,0.76077986,0.19919723,Neutral,Positive
1262.427,1265.257,still ca n't turn head surgery alone yesterday .,Lee Ik-joon,428,0.222,0.778,0.0,-0.25,0.4567446,0.51400125,0.029254148,Neutral,Neutral
1266.682,1268.102,'s morning .,Secondary,429,0.0,1.0,0.0,0.0,0.05075629,0.55475223,0.39449152,Neutral,Neutral
1269.101,1270.231,really ?,Lee Ik-joon,430,0.0,1.0,0.0,0.0,0.26603836,0.6270341,0.10692754,Neutral,Neutral
1271.061,1272.061,really ?,Lee Ik-joon,431,0.0,1.0,0.0,0.0,0.26603836,0.6270341,0.10692754,Neutral,Neutral
1273.981,1275.651,", dr. jang .",Secondary,432,0.0,1.0,0.0,0.0,0.07376748,0.83527154,0.090960905,Neutral,Neutral
1276.692,1281.072,help breast cancer surgery tomorrow morning ?,Secondary,433,0.396,0.36,0.243,-0.4019,0.22380467,0.75607663,0.020118805,Neutral,Negative
1285.033,1286.243,"yes , .",Secondary,434,0.0,0.0,1.0,0.4019,0.077659614,0.49168146,0.43065888,Neutral,Positive
1288.036,1290.036,"hey , .",Secondary,435,0.0,1.0,0.0,0.0,0.18114398,0.64334464,0.17551133,Neutral,Neutral
1291.123,1292.543,dr. lee ikjun .,Secondary,436,0.0,1.0,0.0,0.0,0.057816412,0.87052923,0.071654424,Neutral,Neutral
1293.0,1293.83,"hello , sir .",Lee Ik-joon,437,0.0,1.0,0.0,0.0,0.04580879,0.6540773,0.30011392,Neutral,Neutral
1296.044,1296.924,know ?,Secondary,438,0.0,1.0,0.0,0.0,0.20078024,0.6329865,0.16623326,Neutral,Neutral
1297.212,1301.552,great dancer ? ?,Secondary,439,0.0,0.183,0.817,0.6662,0.09290496,0.85997206,0.047122937,Neutral,Positive
1303.051,1306.051,never seen anyone 's good singing dancing,Secondary,440,0.0,0.674,0.326,0.4404,0.41009134,0.49657783,0.09333079,Neutral,Neutral
1306.138,1309.928,knows fun much .,Secondary,441,0.0,0.377,0.623,0.5106,0.027865266,0.28060484,0.6915299,Positive,Positive
1310.017,1311.477,"'m flattered , sir .",Lee Ik-joon,442,0.0,0.435,0.565,0.3818,0.004346888,0.09832118,0.89733195,Positive,Positive
1311.727,1314.347,'ll see next gathering .,Secondary,443,0.0,1.0,0.0,0.0,0.034051232,0.8107884,0.1551604,Neutral,Neutral
1314.438,1315.688,okay . good day .,Secondary,444,0.0,0.172,0.828,0.5859,0.0044651604,0.07083116,0.9247036,Positive,Positive
1322.779,1326.829,"dr. jang , means wo n't joining tomorrow morning , right ?",Lee Ik-joon,445,0.0,1.0,0.0,0.0,0.17628455,0.79111904,0.032596383,Neutral,Neutral
1327.868,1329.368,'m sorry .,Secondary,446,0.565,0.435,0.0,-0.0772,0.5241156,0.4061268,0.06975763,Negative,Negative
1330.162,1331.582,"'ll disinfect everything tomorrow ,",Lee Ik-joon,447,0.0,1.0,0.0,0.0,0.026069796,0.606792,0.36713827,Neutral,Neutral
1331.663,1334.333,"open patient , close .",Lee Ik-joon,448,0.0,1.0,0.0,0.0,0.1057888,0.72911453,0.16509667,Neutral,Neutral
1335.334,1336.344,"next time ,",Lee Ik-joon,449,0.0,1.0,0.0,0.0,0.13593653,0.60072786,0.2633356,Neutral,Neutral
1337.085,1338.245,please ...,Lee Ik-joon,450,0.0,0.303,0.697,0.3182,0.17392945,0.69706446,0.1290061,Neutral,Positive
1338.337,1342.547,"pick , pick , pick",Lee Ik-joon,451,0.0,1.0,0.0,0.0,0.2904745,0.61625516,0.093270384,Neutral,Neutral
1344.843,1346.933,"pick , pick , pick yes ?",Lee Ik-joon,452,0.0,0.526,0.474,0.4019,0.08781983,0.82133764,0.09084244,Neutral,Neutral
1347.304,1348.814,'ll right .,Secondary,453,0.0,1.0,0.0,0.0,0.16482118,0.5609203,0.27425855,Neutral,Neutral
1349.264,1351.184,? eat sausage . 's er .,Lee Ik-joon,454,0.0,1.0,0.0,0.0,0.28169215,0.6674747,0.05083313,Neutral,Neutral
1351.266,1353.096,call jeongwon ? heard 's busy .,Lee Ik-joon,455,0.0,1.0,0.0,0.0,0.24410246,0.70437044,0.051527165,Neutral,Neutral
1353.185,1354.765,personal call .,Secondary,456,0.0,1.0,0.0,0.0,0.14547096,0.70658284,0.14794615,Neutral,Neutral
1360.65,1361.82,"hello , ma'am .",Lee Ik-joon,457,0.0,1.0,0.0,0.0,0.031145895,0.7137387,0.25511545,Neutral,Neutral
1364.321,1367.241,? okay . 'll .,Lee Ik-joon,458,0.0,0.345,0.655,0.2263,0.059332315,0.7840423,0.15662545,Neutral,Positive
1367.324,1368.784,n't worry . go .,Lee Ik-joon,459,0.0,0.454,0.546,0.3412,0.030221613,0.5226414,0.44713697,Neutral,Positive
1368.867,1370.947,'ll take care . yes .,Lee Ik-joon,460,0.0,0.253,0.747,0.7096,0.009125304,0.35354257,0.63733214,Positive,Positive
1372.829,1374.619,"'s blood collection room , ct scan room ,",Secondary,461,0.0,1.0,0.0,0.0,0.19821697,0.753809,0.047974065,Neutral,Neutral
1374.706,1376.116,xray room mri room .,Secondary,462,0.0,1.0,0.0,0.0,0.104998924,0.7987494,0.09625179,Neutral,Neutral
1376.208,1377.998,"go straight , 's pet scan room .",Secondary,463,0.0,0.725,0.275,0.2263,0.08665334,0.8024221,0.11092458,Neutral,Neutral
1378.585,1380.165,"'ve heard pet , right ?",Secondary,464,0.0,1.0,0.0,0.0,0.11270288,0.82333034,0.06396678,Neutral,Neutral
1380.462,1382.092,pet ? like plastic bottle ?,Secondary,465,0.0,0.512,0.488,0.4329,0.3814172,0.5912629,0.027319867,Neutral,Neutral
1382.422,1384.342,positron emission tomography ?,Secondary,466,0.0,1.0,0.0,0.0,0.11468322,0.8430317,0.042285074,Neutral,Neutral
1384.591,1385.471,used ?,Secondary,467,0.0,1.0,0.0,0.0,0.20826866,0.68823,0.10350134,Neutral,Neutral
1386.343,1388.603,n't know much yet .,Secondary,468,0.0,1.0,0.0,0.0,0.22101365,0.728037,0.05094931,Neutral,Neutral
1388.678,1390.468,got med school .,Secondary,469,0.0,1.0,0.0,0.0,0.16550069,0.75701886,0.0774804,Neutral,Neutral
1390.555,1392.515,"guys soulmates , n't ?",Secondary,470,0.0,1.0,0.0,0.0,0.07480674,0.85610217,0.06909109,Neutral,Neutral
1392.599,1395.019,yes . knew .,Secondary,471,0.0,0.27,0.73,0.4019,0.12315394,0.6017137,0.27513236,Neutral,Positive
1396.561,1399.521,"dr. heo , going operating rooms ?",Secondary,472,0.0,1.0,0.0,0.0,0.05798924,0.9004513,0.041559476,Neutral,Neutral
1399.981,1400.981,someday .,Secondary,473,0.0,1.0,0.0,0.0,0.0693077,0.677247,0.25344536,Neutral,Neutral
1401.525,1404.485,"huisu , saw instagram post . souffle pancake yesterday .",Secondary,474,0.0,1.0,0.0,0.0,0.022599757,0.86607087,0.11132943,Neutral,Neutral
1404.569,1406.359,good ? totally .,Secondary,475,0.0,0.256,0.744,0.4404,0.02458701,0.28986397,0.685549,Positive,Positive
1406.446,1408.906,went cafe 3 p.m. work . n't wait .,Secondary,476,0.0,1.0,0.0,0.0,0.010111099,0.15558738,0.83430153,Positive,Neutral
1408.99,1411.08,"go try , .",Secondary,477,0.0,1.0,0.0,0.0,0.0825335,0.6361813,0.2812852,Neutral,Neutral
1411.159,1412.909,time .,Secondary,478,0.0,1.0,0.0,0.0,0.18259832,0.5779975,0.23940422,Neutral,Neutral
1413.537,1414.657,"come , ?",Secondary,479,0.0,1.0,0.0,0.0,0.17721644,0.6881015,0.1346821,Neutral,Neutral
1414.746,1417.456,"actually , treat meal looking interns .",Secondary,480,0.0,0.597,0.403,0.4019,0.048194602,0.5894298,0.3623756,Neutral,Neutral
1417.541,1421.041,always treat . 's next time .,Secondary,481,0.0,0.597,0.403,0.4019,0.027690638,0.5111961,0.4611133,Neutral,Neutral
1424.047,1426.877,"dr. jang , cookies .",Secondary,482,0.0,1.0,0.0,0.0,0.02701323,0.85546297,0.11752381,Neutral,Neutral
1427.175,1429.215,", n't like sweets .",Chae Song-hwa,483,0.826,0.174,0.0,-0.5773,0.69215953,0.2805837,0.027256785,Negative,Negative
1429.344,1431.014,see . okay .,Secondary,484,0.0,0.345,0.655,0.2263,0.0793793,0.6550711,0.26554966,Neutral,Positive
1431.805,1432.965,old patient ?,Chae Song-hwa,485,0.0,1.0,0.0,0.0,0.18289104,0.7757431,0.041365784,Neutral,Neutral
1433.056,1435.136,'s sevenyearold traffic accident .,Secondary,486,0.508,0.492,0.0,-0.4767,0.48337033,0.4927219,0.023907691,Neutral,Negative
1435.225,1437.015,shows signs stupor .,Secondary,487,0.0,1.0,0.0,0.0,0.7040472,0.27237985,0.02357288,Negative,Neutral
1437.102,1438.402,'s called gs .,Secondary,488,0.0,1.0,0.0,0.0,0.11690022,0.74131006,0.14178973,Neutral,Neutral
1438.979,1439.899,see .,Chae Song-hwa,489,0.0,1.0,0.0,0.0,0.20908241,0.6057027,0.18521489,Neutral,Neutral
1441.94,1442.94,hello .,Secondary,490,0.0,1.0,0.0,0.0,0.09716277,0.6296369,0.27320033,Neutral,Neutral
1444.359,1445.609,okay .,Secondary,491,0.0,0.0,1.0,0.2263,0.11996016,0.5391302,0.34090966,Neutral,Positive
1446.778,1447.988,take 20 minutes .,Secondary,492,0.0,1.0,0.0,0.0,0.074983716,0.81338924,0.11162698,Neutral,Neutral
1448.738,1451.028,", 'll come back meal . okay .",Chae Song-hwa,493,0.0,0.678,0.322,0.2263,0.016523633,0.5971804,0.38629588,Neutral,Neutral
1456.371,1459.041,"guys , n't free . 's coming paycheck .",Secondary,494,0.351,0.649,0.0,-0.4023,0.2397002,0.67483014,0.08546975,Neutral,Neutral
1459.124,1460.884,pot noodles .,Secondary,495,0.0,1.0,0.0,0.0,0.1110447,0.7339648,0.15499046,Neutral,Neutral
1460.959,1462.589,thank meal .,Secondary,496,0.0,0.286,0.714,0.3612,0.014950506,0.45628393,0.52876556,Positive,Positive
1463.503,1464.503,let 's go .,Secondary,497,0.0,1.0,0.0,0.0,0.056183133,0.57540137,0.36841553,Neutral,Neutral
1471.928,1473.848,"sir , lot sausages , please .",Secondary,498,0.0,0.566,0.434,0.3182,0.053832825,0.72343403,0.22273314,Neutral,Neutral
1473.93,1475.77,resident ? pardon ?,Lee Ik-joon,499,0.0,0.273,0.727,0.3939,0.1909278,0.751175,0.0578972,Neutral,Positive
1476.975,1479.555,"yes . okay . , three sausages .",Lee Ik-joon,500,0.0,0.303,0.697,0.5574,0.019999223,0.51436996,0.4656308,Neutral,Positive
1479.644,1481.654,"told give two ,",Lee Ik-joon,501,0.0,1.0,0.0,0.0,0.16707234,0.6533774,0.17955028,Neutral,Neutral
1481.73,1484.15,gave three since 're resident . next .,Lee Ik-joon,502,0.0,1.0,0.0,0.0,0.035269976,0.84632045,0.11840961,Neutral,Neutral
1486.109,1487.989,"intern ? , 'm med student .",Secondary,503,0.0,1.0,0.0,0.0,0.11988496,0.83974606,0.040369004,Neutral,Neutral
1488.069,1489.609,gosh . 'll give five sausages .,Lee Ik-joon,504,0.0,1.0,0.0,0.0,0.20389837,0.6880161,0.1080856,Neutral,Neutral
1490.363,1491.453,.,Lee Ik-joon,505,0.0,0.0,0.0,0.0,0.24528693,0.51357335,0.24113972,Neutral,Positive
1491.823,1492.823,go .,Lee Ik-joon,506,0.0,1.0,0.0,0.0,0.14640741,0.63165855,0.22193402,Neutral,Neutral
1493.992,1495.202,", ? yes .",Lee Ik-joon,507,0.0,0.0,1.0,0.4019,0.05096528,0.5232312,0.42580354,Neutral,Positive
1495.285,1497.575,okay . . go .,Lee Ik-joon,508,0.0,0.345,0.655,0.2263,0.08394733,0.64843845,0.26761413,Neutral,Positive
1499.664,1500.874,?,Yang Seok-hyung,509,0.0,0.0,0.0,0.0,0.20457315,0.68945074,0.10597605,Neutral,Positive
1500.957,1502.207,'re professor .,Lee Ik-joon,510,0.0,1.0,0.0,0.0,0.13976735,0.72418785,0.13604483,Neutral,Neutral
1502.292,1503.592,get one sausage .,Lee Ik-joon,511,0.0,1.0,0.0,0.0,0.13134201,0.677953,0.19070499,Neutral,Neutral
1508.465,1510.925,"way , even sausages .",Lee Ik-joon,512,0.0,1.0,0.0,0.0,0.2063063,0.6698645,0.12382921,Neutral,Neutral
1511.009,1513.799,gave lot sausages people front .,Lee Ik-joon,513,0.0,1.0,0.0,0.0,0.55179083,0.42013985,0.028069396,Negative,Neutral
1513.887,1516.307,"higher position , fewer sausages get .",Lee Ik-joon,514,0.0,1.0,0.0,0.0,0.0982544,0.75324345,0.14850213,Neutral,Neutral
1516.723,1517.933,n't stand . keep moving .,Lee Ik-joon,515,0.0,1.0,0.0,0.0,0.63191396,0.33391178,0.034174312,Negative,Neutral
1521.978,1524.018,cafeteria lady best friends .,Lee Ik-joon,516,0.0,0.215,0.785,0.8074,0.23340216,0.66905534,0.097542465,Neutral,Positive
1524.105,1526.605,son suddenly ended police station .,Lee Ik-joon,517,0.0,1.0,0.0,0.0,0.32050923,0.6365944,0.04289643,Neutral,Neutral
1530.028,1531.988,'m wearing gloves mask .,Lee Ik-joon,518,0.0,1.0,0.0,0.0,0.08654793,0.8134502,0.100001805,Neutral,Neutral
1532.072,1533.412,give one .,Yang Seok-hyung,519,0.0,1.0,0.0,0.0,0.14979692,0.6049357,0.24526738,Neutral,Neutral
1534.783,1536.493,one . get lost . next .,Yang Seok-hyung,520,0.434,0.566,0.0,-0.3182,0.37036052,0.5686474,0.06099209,Neutral,Neutral
1536.576,1537.576,okay .,Secondary,521,0.0,0.0,1.0,0.2263,0.11996016,0.5391302,0.34090966,Neutral,Positive
1547.629,1548.669,seriously ?,Secondary,522,1.0,0.0,0.0,-0.1779,0.3576871,0.59189373,0.050419252,Neutral,Negative
1550.173,1551.343,darn .,Lee Ik-joon,523,0.0,1.0,0.0,0.0,0.5695996,0.37131587,0.059084482,Negative,Neutral
1552.509,1553.549,gosh .,Secondary,524,0.0,1.0,0.0,0.0,0.44641957,0.45662946,0.09695097,Neutral,Neutral
1554.135,1555.135,.,Secondary,525,0.0,0.0,0.0,0.0,0.24528693,0.51357335,0.24113972,Neutral,Positive
1557.806,1559.976,"way , balance supply demand .",Lee Ik-joon,526,0.333,0.667,0.0,-0.128,0.08058572,0.80670035,0.11271399,Neutral,Neutral
1560.058,1562.188,gave lot sausages people front .,Lee Ik-joon,527,0.0,1.0,0.0,0.0,0.55179083,0.42013985,0.028069396,Negative,Neutral
1562.269,1564.439,"make small sacrifice , sir .",Lee Ik-joon,528,0.0,1.0,0.0,0.0,0.17854023,0.7377864,0.083673336,Neutral,Neutral
1564.521,1565.611,next .,Lee Ik-joon,529,0.0,1.0,0.0,0.0,0.18039994,0.56301224,0.25658783,Neutral,Neutral
1571.695,1572.695,hi .,Lee Ik-joon,530,0.0,1.0,0.0,0.0,0.15198609,0.6312684,0.21674551,Neutral,Neutral
1582.455,1584.115,"know much care , right ?",Lee Ik-joon,531,0.0,0.484,0.516,0.4939,0.13114543,0.7709488,0.097905725,Neutral,Positive
1585.208,1586.538,thank .,Chae Song-hwa,532,0.0,0.0,1.0,0.3612,0.04915872,0.6146238,0.3362175,Neutral,Positive
1587.252,1588.252,wait .,Secondary,533,0.0,1.0,0.0,0.0,0.28437892,0.5920371,0.123584,Neutral,Neutral
1594.342,1595.682,prepare everything,Secondary,534,0.0,1.0,0.0,0.0,0.23073411,0.6589234,0.11034251,Neutral,Neutral
1595.76,1598.85,"breakfast , lunch , dinner , latenight snacks boxed meals surgery .",Secondary,535,0.0,1.0,0.0,0.0,0.038223978,0.87338376,0.08839229,Neutral,Neutral
1598.93,1600.06,even boxed meals ?,Secondary,536,0.0,1.0,0.0,0.0,0.12044185,0.8390502,0.040507942,Neutral,Neutral
1600.14,1602.02,send meal boxes upstairs .,Secondary,537,0.0,1.0,0.0,0.0,0.08111759,0.8345766,0.0843058,Neutral,Neutral
1602.1,1604.19,ca n't come eat surgery .,Secondary,538,0.0,1.0,0.0,0.0,0.34852973,0.605898,0.045572266,Neutral,Neutral
1605.186,1608.976,"eating meal , go operating rooms ?",Secondary,539,0.0,1.0,0.0,0.0,0.0492506,0.9014306,0.049318794,Neutral,Neutral
1609.816,1610.776,n't know .,Secondary,540,0.0,1.0,0.0,0.0,0.3043115,0.6052101,0.0904784,Neutral,Neutral
1612.068,1613.068,okay .,Secondary,541,0.0,0.0,1.0,0.2263,0.11996016,0.5391302,0.34090966,Neutral,Positive
1637.761,1639.471,sevenyearold boy traffic accident .,Secondary,542,0.508,0.492,0.0,-0.4767,0.54400295,0.43302435,0.022972655,Negative,Negative
1639.554,1642.474,mom . trying pick toy road,Secondary,543,0.0,1.0,0.0,0.0,0.08058852,0.81061643,0.10879502,Neutral,Neutral
1642.557,1645.267,speeding truck crashed . bp 60/40 .,Secondary,544,0.0,1.0,0.0,0.0,0.7417119,0.24104774,0.0172404,Negative,Neutral
1645.352,1647.232,think pelvis chest bone broken .,Secondary,545,0.437,0.563,0.0,-0.4767,0.535387,0.44424298,0.020370059,Negative,Neutral
1647.729,1649.519,juhwan .,Secondary,546,0.0,1.0,0.0,0.0,0.14091842,0.7214269,0.1376547,Neutral,Neutral
1657.28,1659.24,see intraperitoneal bleeding thoracic injury .,Secondary,547,0.412,0.588,0.0,-0.4215,0.5128633,0.4673066,0.019830052,Negative,Neutral
1659.324,1661.124,"xray , cervical spine injury .",Secondary,548,0.483,0.517,0.0,-0.4215,0.49677017,0.48278248,0.020447401,Negative,Neutral
1661.201,1663.331,"seems pelvic fracture , .",Secondary,549,0.0,1.0,0.0,0.0,0.38896742,0.58472496,0.026307678,Neutral,Neutral
1664.746,1666.246,?,Secondary,550,0.0,0.0,0.0,0.0,0.20457315,0.68945074,0.10597605,Neutral,Positive
1666.331,1668.381,mean ? try save .,Secondary,551,0.0,0.385,0.615,0.4939,0.16788027,0.75082725,0.08129244,Neutral,Positive
1668.458,1669.748,get ct scan .,Secondary,552,0.0,1.0,0.0,0.0,0.22767662,0.6987593,0.07356407,Neutral,Neutral
1670.335,1672.705,"might brain injury , call dr. chae .",Secondary,553,0.359,0.641,0.0,-0.4215,0.5635472,0.41612947,0.020323362,Negative,Neutral
1672.796,1673.666,okay .,Secondary,554,0.0,0.0,1.0,0.2263,0.11996016,0.5391302,0.34090966,Neutral,Positive
1673.755,1675.125,'s dr. ahn jeongwon ?,Secondary,555,0.0,1.0,0.0,0.0,0.041444957,0.9142383,0.044316765,Neutral,Neutral
1675.215,1677.715,"working outside today , 's almost .",Secondary,556,0.0,1.0,0.0,0.0,0.017694289,0.72219896,0.2601067,Neutral,Neutral
1678.343,1681.053,tough case even jeongwon 's help . goodness .,Secondary,557,0.134,0.357,0.509,0.6369,0.025546817,0.3812667,0.59318644,Positive,Positive
1682.889,1684.519,'s losing consciousness .,Secondary,558,0.565,0.435,0.0,-0.3818,0.63848305,0.33347887,0.02803809,Negative,Negative
1684.599,1686.889,"ca n't get pulse , breathing weak .",Secondary,559,0.367,0.633,0.0,-0.4404,0.6902293,0.27993026,0.029840456,Negative,Neutral
1686.976,1689.226,checked ultrasound xray scan .,Secondary,560,0.0,1.0,0.0,0.0,0.091487214,0.83035225,0.078160495,Neutral,Neutral
1689.312,1690.562,"hemoperitoneum ,",Secondary,561,0.0,1.0,0.0,0.0,0.14761145,0.70082444,0.15156414,Neutral,Neutral
1690.647,1692.477,"cervical spine injury , pelvic fracture .",Secondary,562,0.412,0.588,0.0,-0.4215,0.61483747,0.36688423,0.018278379,Negative,Neutral
1692.565,1695.065,'ll know take brain ct .,Secondary,563,0.0,1.0,0.0,0.0,0.20403136,0.71638495,0.07958371,Neutral,Neutral
1695.61,1698.11,'s high chance brain might swelling well .,Secondary,564,0.0,0.549,0.451,0.4767,0.26145974,0.6667771,0.07176326,Neutral,Neutral
1698.196,1700.156,"operate , even ,",Secondary,565,0.0,1.0,0.0,0.0,0.17387289,0.6439264,0.1822008,Neutral,Neutral
1700.24,1702.16,may hard regain consciousness .,Secondary,566,0.318,0.682,0.0,-0.1027,0.038416483,0.7275908,0.23399276,Neutral,Neutral
